,Tweet,following,followers,actions,is_retweet,location,Type,Unnamed: 7,Type_num
7448,Several hurt in Oregon gas explosion https://t.co/2cWyNsNlD2 #news,5171.0,25356.0,42280.0,0.0,United States,Spam,,1
7460,"Happy Birthday @tonyparker 
#HBDTP9pic.twitter.com/v1mtOHbTO0",0.0,3390000.0,,0.0,"San Antonio, Texas",Quality,,0
7465,Congratulations to Han Kang and @londonkoreanist for winning #MBI2016 with The Vegetarian! http://themanbookerprize.com/international/news/vegetarian-wins-man-booker-international-prize-2016 …pic.twitter.com/eQOYIc4ECf,0.0,94600.0,1398.0,0.0,,Quality,,0
7467,Sneak peak of something cool in tomorrow/todays video.. Heres a shot of my nips which gives you an idea #soonpic.twitter.com/eg9KFO0yPN,0.0,413000.0,189.0,0.0,"Sydney, New South Wales",Quality,,0
7486,Discussing #ecommerce w/European retailers @E_R_R_T: need to use full potential of a truly functioning single marketpic.twitter.com/859rquv9dQ,0.0,50900.0,23.0,0.0,,Quality,,0
7497,I'm never sure if I actually have free time or I'm just forgetting everything I have to do.,0.0,2070000.0,,0.0,instagram: @CollegeStudent,Quality,,0
7510,aww tiffany celebrating her win with dancers :') #IJWD1stWinpic.twitter.com/et6RhOJiNm,0.0,25700.0,1116.0,0.0,Maybe someday,Quality,,0
7538,Someone sends me this for us to see the sexy and elegant @AlyssaValdez2 and am sharing this with youpic.twitter.com/OhQkHr6b3N,0.0,109000.0,908.0,0.0,,Quality,,0
7539,Let's get 1 Month To Udta Punjab trending at NUMBER 1!!!!! We can do this!!!,0.0,148000.0,14.0,0.0,Worldwide shahidonlinefc@gmail,Quality,,0
7540,I know real crips and nigga you are not 1 #savagemode,0.0,2980000.0,,0.0,"Atlanta, GA",Quality,,0
7552,#Virgos are usually very helpful around the house without being asked.,22100.0,43000.0,,0.0,South Carolina ,South Dakota,Quality,0
7553,Highlights from First Presidential Debate https://t.co/3tIG4m5Bb5,12176.0,31806.0,28563.0,0.0,United States,Spam,,1
7555,The celebration continues! Park Hours: Disneyland 9AM-10PM & Disney California Adventure 9AM-9PM.pic.twitter.com/ZpVYNQ0BE3,0.0,734000.0,611.0,0.0,"Anaheim, CA",Quality,,0
7562,Bowe Bergdahls’ Former Platoon-Mates Endorse TRUMP – Then Drop a Bomb on Hillary (VIDEO) http://www.thegatewaypundit.com/2016/05/bowe-bergdahls-former-platoon-mates-endorse-trump-then-drop-a-bomb-on-hillary-video/ …,65600.0,113000.0,34.0,0.0,ISRAEL,Quality,,0
7564,"that's why I need one dance 

got a Hennessy in my asspic.twitter.com/kKQW1dyw1l",0.0,79600.0,,0.0,Ima franchise. IG:super.skrong,Quality,,0
7570,"One day we'll learn that ""free speech"" =/= ""free to say whatever the hell you want, no matter how bad, and without consequences.""",0.0,63000.0,,0.0,“Oakland”,Quality,,0
7577,"""Told the vet, I'm a healthy pup, I eat Pedigree""pic.twitter.com/lkNUxieiM4",229000.0,194000.0,,0.0,"Ohio, USA",Quality,,0
7587,Older people tweet weirder suff #DescribeTwitterIn5WordsOrLess,25120.0,69777.0,23786.0,0.0,United States,Spam,,1
7591,6-year-old Wichita boy warms homeless with socks https://t.co/gax1AKiYay https://t.co/b6trBICB3u,4271.0,25338.0,44934.0,0.0,United States,Spam,,1
7595,"Jessica doesn't want her future daughter to be a girl group member?
http://www.allkpop.com/article/2016/05/jessica-doesnt-want-her-future-daughter-to-be-a-girl-group-member …pic.twitter.com/4rOmPL5Faf",0.0,5220000.0,,0.0,Worldwide,Quality,,0
7601,"KP police focuses on educating the future generation against honour killings,child abuse,crimes against Minorities.pic.twitter.com/kuRjLaMbhJ",0.0,4180000.0,312.0,0.0,Pakistan,Quality,,0
7604,"Who is better past or present?

RT for Ashley Cole
LIKe for Marcelopic.twitter.com/oJlFlEyvpK",0.0,53300.0,899.0,0.0,⚽️|DM us battle suggestions| ⚽️,Quality,,0
7610,Sutera Habour Resort posted a photo of BTS in Kota Kinabalu a year agopic.twitter.com/fZE9pOJMAt,0.0,372000.0,,0.0,Worldwide ARMY,Quality,,0
7613,alcohol is my quentin miller,0.0,906000.0,778.0,0.0,BRONX  ✈️ ✈️  ✈️ NYC  ✈️ ✈️ DUBAI,Quality,,0
7615,Just dropped my phone on my nose ahehsbdhdbhskanshsvzhzbsjx,0.0,3300000.0,,0.0,,Quality,,0
7622,"@Mngxitama @blackopinion1 @BLFSM_UNISA @BLFSM_Wits Mutant Cows Show The Corruption Of The Meat Industry
http://blackopinion.co.za/2016/05/17/mutant-cows-show-corruption-meat-industry/ …",0.0,29800.0,0.0,0.0,South Africa,Quality,,0
7627,.....so excited for the Uganda Entertainment Awards!! Can’t wait to meet you all.,0.0,3380000.0,144.0,0.0,TV. RADIO. PRINT. WEB. RETAIL,Quality,,0
7638,116-year-old Italian woman named the world’s oldest living person by Guinness World Records. http://abcn.ws/1NwQQXS pic.twitter.com/uftGDgVhQI,0.0,14200000.0,495.0,0.0,New York City / Worldwide,Quality,,0
7649,This bill will continue to prevent the Obama administration from transferring #Gitmo detainees to American soil. http://spkrryan.us/1R6jCt9,0.0,3640000.0,246.0,0.0,"Janesville, WI",Quality,,0
7651,International Day Against #Homophobia #Biphobia & #Transphobia May 17th  #IDAHOT That's so gay -hate speech kills ! http://www.stop-homophobia.com/thatssogay.htm,863000.0,785000.0,36.0,0.0,Somewhere over the rainbow.,Quality,,0
7653,NEW VIDEO: https://youtu.be/vSn7pr-WpkU pic.twitter.com/Kxt2K9B8wh,0.0,433000.0,972.0,0.0,MILANO,Quality,,0
7660,Brick WILL have his moment at graduation if Frankie has anything to say about it!https://amp.twimg.com/v/fbdb485b-e9c5-4de9-9bbc-cc853e17ba0a …,0.0,190000.0,441.0,0.0,,Quality,,0
7670,No better way to spend #TideTuesday  than playing a show today !,20400.0,132000.0,,0.0,,Quality,,0
7678,#Libra loves peaceful dinners and romantic long walks.,0.0,104000.0,42.0,0.0,,Quality,,0
7686,Spa Castle Owners Arrested for Failing to Pay $1.5M in Taxes https://t.co/gpOIMJAL3u https://t.co/4JgR27YkPs,12014.0,61493.0,49926.0,0.0,United States,Spam,,1
7693,#DFMPlaying  : Promo Jazzy Corner 2016 #radiodfmjakarta,0.0,52200.0,0.0,0.0,"Jakarta Selatan, DKI Jakarta",Quality,,0
7697,Ardynn Town and Condo is out! http://ln.is/paper.li/ArdynnPR/ti1vw … Stories via @brianCmayer @ChrisMacRealty @RelevanceNY,35200.0,40400.0,0.0,0.0,"40.255588,-76.877092",Quality,,0
7698,Democrats battle in Kentucky and Oregonhttp://bbc.in/27u8uSA,0.0,24800000.0,163.0,0.0,"London, UK",Quality,,0
7699,CM @drramansingh told me that a quintal of rice has been kept with each Panchayat to ensure no one starves in the villages. A good step.,0.0,46500000.0,,0.0,India,Quality,,0
7710,"Wow, so weird. Pass a law making it illegal not to have insurance, and people buy it!https://twitter.com/citizencohn/status/732552694372524032 …",0.0,36700.0,297.0,0.0,,Quality,,0
7734,NYC judge shoots down accused mobsters request to visit Bahamas https://t.co/1CYAKGZUbR https://t.co/BnrtPgDHX5,11993.0,61504.0,50343.0,0.0,United States,Spam,,1
7741,BREAKING: Sky Sources: Jose Mourinho told that @manutd manager's job is his if Louis Van Gaal leaves this summer. #SSNHQ,0.0,6300000.0,,0.0,England,Quality,,0
7748,"[HAPPY BIRTHDAY TAEYANG]
originally posted by http://yg-life.com 
@Realtaeyang #HAPPYTAEYANGDAY #HAPPYBAEBAEDAYpic.twitter.com/Lib0qxwsyr",0.0,5050000.0,,0.0,"Seoul, Korea",Quality,,0
7757,Simple explaination of #LiberalLogic https://t.co/BcvHnRtVGX,9562.0,38358.0,12354.0,0.0,United States,Spam,,1
7760,Hi! Please share us the order id so we can check it. Thanks,15100.0,212000.0,,1.0,India,Quality,,0
7766,Colleges add convenience fee for credit card tuition payments https://t.co/8CevX2RClu,7175.0,27663.0,41576.0,0.0,United States,Spam,,1
7768,Retweet if you're ready!pic.twitter.com/9ybcfXcrBO,0.0,267000.0,,0.0,Merica,Quality,,0
7774,".@newtgingrich on @seanhannity 

NY Times Distracting you from Bill Clinton's trips to PEDOPHILE ISLAND!

#MAGApic.twitter.com/wvkk6VPNQn",68200.0,108000.0,110.0,0.0,,Quality,,0
7793,#Aleppo \| #SAA on the outskirts of Maskanah https://t.co/l5JO89xv6j,10177.0,31761.0,13480.0,0.0,United Kingdom,Spam,,1
7796,can we just be happy on what those fans in bergen are sharing with us? like dont flood them.. be happy they share pics& convos w/us..period!,0.0,79700.0,123.0,0.0,,Quality,,0
7798,Viral #hepatitis affects millions in US. Most don’t know it.  Sign on to our @ThunderclapIt & help ppl be #HepAware http://thndr.me/4TCNSF,0.0,35100.0,16.0,0.0,"Atlanta, GA",Quality,,0
7804,Doing justice is inseparably connected to preaching grace.,0.0,385000.0,549.0,0.0,New York,Quality,,0
7813,"Building a culture is more about subtraction than addition. Must get rid of excuses, comfort zones, and negativity before you add anything.",16300.0,41600.0,441.0,0.0,"ÜT: 35.37025,-80.720197",Quality,,0
7819,Off to @foxhillmanor for some pampering with @avon_uk  #AvonCountryRetreat http://ift.tt/1TG4K6s pic.twitter.com/l5aTL3YYSx,0.0,2650000.0,591.0,0.0,"London, England",Quality,,0
7823,You gonna show this highlight from the MVP? @SportsCenter https://vine.co/v/i0r0aA36HHF,0.0,256000.0,,0.0,"Cleveland, Buckeye Country",Quality,,0
7824,Keep a note of thispic.twitter.com/xWtdeDnfvi,0.0,889000.0,,0.0,,Quality,,0
7829,Imagine the level of shamelessness it requires to compare these flag-burning human dregs to the soldiers who fought and died at Normandy. https://t.co/9MnOJQS0fS,41521.0,69991.0,6142.0,1.0,United States,Spam,,1
7841,Watch how the No. 24 team preps for #raceday in full 360 degrees. #KBB24 #goodluckChasehttps://www.youtube.com/watch?v=qQnCq31VIGU …,0.0,82600.0,36.0,0.0,"Irvine, CA",Quality,,0
7842,".@CortesSteve They're not undocumented they're illegal & commit a crime by the very fact that they're here"" #TrumpAZ https://t.co/qlyFUxsCsU",23006.0,27544.0,3437.0,0.0,United States,Spam,,1
7845,The Trump Difference #MakeAmericaGreatAgainpic.twitter.com/tITQjzSirQ,159000.0,299000.0,1222.0,0.0,United States,Quality,,0
7846,So grateful for so many things right now.,0.0,104000.0,280.0,0.0,United Kingdom,Quality,,0
7852,The Sanders campaign appears to say that this tension/chaos/unrest out of NV isn't its problempic.twitter.com/k1L8CmYbq5,0.0,99300.0,167.0,0.0,"Washington, DC",Quality,,0
7872,Eavesdroppers License http://readersgazette.com/promote/articles/39/ … As you’ve undoubtedly read in all those writing article #article 8pic.twitter.com/f7aKxQIsj1,66100.0,67100.0,0.0,0.0,Thailand,Quality,,0
7887,"After someone hurts you, you're not the same anymore.",0.0,7020000.0,,0.0,Republic of the Philippines,Quality,,0
7904,GobMx: RT UNESCO: .UNESCO brings leaders together to end homophobic/transphobic violence http://bit.ly/1Qpte1D#OutInTheOpen …,95800.0,108000.0,0.0,0.0,México,Quality,,0
7908,5 Google AdWords Best Practices to Boost Content Marketing via @relevance http://relevance.com/5-google-adwords-best-practices-to-boost-content-marketing/ …,0.0,30700.0,,0.0,"Indy, SF, NYC  ✈️",Quality,,0
7911,"""The British government have been too weak &amp; too politically correct. We want real action, not more speeches""~ @Nigel_Farage  #LondonAttacks",74926.0,118725.0,9521.0,0.0,United States,Spam,,1
7938,#PovertyPimp,75166.0,112170.0,9000.0,0.0,United States,Spam,,1
7944,Tap: A wearable keyboard that turns everything you touch into a typing surface http://btl.st/23W2s8R pic.twitter.com/nDKCSMI4Vp,0.0,61000.0,148.0,0.0,Ahead of the curve,Quality,,0
7950,A sister struggled for 23 years to free her brother. #3DaysToGo for the world to know #Sarbjit's story!pic.twitter.com/eDsyOcWnSx,0.0,1500000.0,,0.0,Mumbai,Quality,,0
7952,Homeless man arrested for throwing hot coffee on Muslim woman https://t.co/oXmHSxFUhM https://t.co/QSek1YVh53,5967.0,60752.0,44811.0,0.0,United States,Spam,,1
7962,"Dismiss RBI Governor Raghuram Rajan because he's ""mentally not fully Indian."" [According to a fully mental Indian.]http://www.thecitizen.in/index.php/NewsDetail/index/8/7723/Replace-Mentally-Not-Fully-Indian-Rajan-With-Nationalist-Minded-Expert-Swamy-Full-Letter …",0.0,133000.0,207.0,0.0,"Washington, DC",Quality,,0
7970,Some people strive for excellence at their jobs and then there are the people who name things in this townpic.twitter.com/rzLAyb8l34,0.0,31800.0,,0.0,New Jersey,Quality,,0
7975,"Music is about music, not who's on your track",72900.0,1210000.0,,0.0,Melbourne,Quality,,0
7977,VIDEO: Nearly 2 dozen rats scurry after lights come on http://www.fox5dc.com/news/142212909-story …pic.twitter.com/5uwgriREdj,0.0,272000.0,31.0,0.0,Washington DC,Quality,,0
7983,Retweet if you're ready!pic.twitter.com/9ybcfXcrBO,0.0,267000.0,,0.0,Merica,Quality,,0
7987,"May 17th 1976 #Rainbow released the album ""Rising"" #Stargazer #Starstruck #RitchieBlackmore #CozyPowell #HardRockpic.twitter.com/033tEMuXwj",0.0,92400.0,,0.0,Toronto,Quality,,0
7988,Hearing Hillary Clinton talk about truth is like Maxine Waters speaking about sanity.  The two are complete opposites.  #Wellesley2017,42299.0,56436.0,4398.0,0.0,United States,Spam,,1
7997,Important story. Employers finding it harder and harder to find workers who can pass a drug test http://www.nytimes.com/2016/05/18/business/hiring-hurdle-finding-workers-who-can-pass-a-drug-test.html?smid=tw-share … HT: @justinaknope,0.0,167000.0,29.0,0.0,New York City,Quality,,0
8001,CM @drramansingh told me that a quintal of rice has been kept with each Panchayat to ensure no one starves in the villages. A good step.,0.0,46500000.0,,0.0,India,Quality,,0
8004,"Distance yourself from people who:
1 make you feel bad about yourself
2 discourage you from dreaming bigger
3 constantly blame and complain",243000.0,492000.0,,0.0,,Quality,,0
8006,We were only 8 and didn't realize the wisdom they were trying to put in our head.pic.twitter.com/l3y85wcn2H,36700.0,80200.0,,0.0,,Quality,,0
8010,Getting started with Ubuntu 16.04? This guide will help with your initial setup http://do.co/24numg4 pic.twitter.com/BCXqiFW1Y9,0.0,174000.0,,0.0,NYC,Quality,,0
8022,NBA Draft Lottery Storylines To Watch http://www.hoopsrumors.com/2016/05/nba-draft-lottery-storylines-to-watch.html …pic.twitter.com/zWdyRyn4wP,0.0,203000.0,11.0,0.0,,Quality,,0
8024,Is the destruction of property legitimate way of protest? Burning Nw and UJ university halls & library?Breaking down parliament doors Etc?,0.0,1100000.0,497.0,0.0,South Africa,Quality,,0
8028,The Cost of ILLEGAL Immigration https://t.co/J7rcfjZOeQ,42541.0,52620.0,3905.0,0.0,United States,Spam,,1
8030,Making a fan girl happy is one of the best feelings,0.0,383000.0,1417.0,0.0,💛,Quality,,0
8035,#iPati playing AGAIN on LesediFM,0.0,552000.0,,0.0,Middle Centre,Quality,,0
8044,Power plays dwindle as players adjust game to avoid calls  #hockey,24420.0,29298.0,24440.0,0.0,United States,Spam,,1
8049,"April 23, 1872  Charlotte E. Ray became the first female Afro-American Lawyer. Ms. Ray graduated from Howard Law School. https://t.co/5KD5L20G3z",26999.0,38352.0,5324.0,0.0,United States,Spam,,1
8055,Learn about Africa's biggest refugee crisis since the Rwandan genocide in 1994. https://t.co/IwWk73zSfQ,31527.0,55549.0,7894.0,0.0,United States,Spam,,1
8061,The Cordillera Huayhuash. Said to be the world's most beautiful trek | Photo by Jacob Moonpic.twitter.com/4hcRzZQUPx,0.0,1420000.0,1145.0,0.0,,Quality,,0
8071,ESPN doing a 30 for 30 on John Calipari this fall,0.0,181000.0,930.0,0.0,"Lexington, Kentucky",Quality,,0
8082,Look what's appeared on our official @Snapchat!  Follow us for pics and videos from Basel: http://www.snapchat.com/add/lfc pic.twitter.com/QMfSX3ljwz,378000.0,11200000.0,759.0,0.0,"Anfield, Liverpool",Quality,,0
8091,"Fun fact: Elizabeth Warren in 2016 paid male staffers $73,750 a year, while at the same time, paid female staffers $52.750 https://t.co/xb9D6voKkL",75503.0,106441.0,8536.0,1.0,United States,Spam,,1
8137,"Newcastle 14:35

1st Tawdeea 9/1
2nd Demonstration 13/2
3rd Muntadab 8/1

13 Ran 1 NRs
SF £68.14
@NewcastleRaces",0.0,42000.0,2.0,0.0,,Quality,,0
8148,Proud of you #Tiffany #IJWD :')pic.twitter.com/Ij1Dh69RfJ,0.0,29100.0,321.0,0.0,small red dot,Quality,,0
8150,Blessed #golden-temple #kaptaanpic.twitter.com/TzG5MzftqU,0.0,83900.0,53.0,0.0,London/mumbai,Quality,,0
8151,"Crooked Hillary said her husband is going to be in charge of the economy.If so, he should run,not her.Will he bring the ""energizer"" to D.C.?",0.0,59200000.0,,0.0,"Washington, DC",Quality,,0
8156,Giuliani: The U.S. Constitution doesnt give anyone in this world the right to come to the U.S. Thats a privilege that we extend to you. https://t.co/WmcE1rNAda,29814.0,30402.0,2421.0,0.0,United States,Spam,,1
8164,Cuomo advisor worked for possible GOP challenger to de Blasio https://t.co/2vM4Vry5d2 https://t.co/qk9U8HhcKf,5982.0,60798.0,43604.0,0.0,United States,Spam,,1
8165,DOE director who oversaw fraudulent contracts joins MTA https://t.co/9a1c6NRGhG https://t.co/A2BPeYhWYs,9734.0,61700.0,58570.0,0.0,United States,Spam,,1
8169,RT if you also think that @LorettaLynch should be impeached for blocking the FBI investigation & abetting a criminal.  #gohillary https://t.co/AYUDXSFSt8,44639.0,48517.0,5299.0,1.0,United States,Spam,,1
8171,LMFAOhttps://vine.co/v/OLgY16x2Yzm,243000.0,225000.0,1270.0,0.0,worldwide,Quality,,0
8178,"Justice Stevens at #ALI: ""I don't think people have given enough attention to Justice Scalia's skill as a writer.""pic.twitter.com/kOpJYr8bqI",0.0,26400.0,,0.0,"Dallas, Texas",Quality,,0
8195,'@MikeChipperson ',11734.0,40672.0,13047.0,0.0,United States,Spam,,1
8197,I get disrespectful Af when I'm mad.. my mouth has no chill!,37000.0,48700.0,,0.0,"Albany, Ga",Quality,,0
8205,"VIDEO: When Bob Dylan was dubbed 'Judas': Fifty years ago today, Bob Dylan was dubbed Judas in Manchester whe... http://bbc.in/1OBINJF",45400.0,43100.0,0.0,0.0,Chicagoland,Quality,,0
8207,When your friend gets back with their shitty ex.pic.twitter.com/7mZuO1PlN3,10700.0,252000.0,,0.0,Barb deserved better,Quality,,0
8212,@its_rae_marie Are you sure you made the right choice? Find out in theaters.pic.twitter.com/oquKsPCNks,0.0,1980000.0,,1.0,,Quality,,0
8222,jimin was wearing yoongi's boots i'm-pic.twitter.com/sD1i3Xm1gZ,0.0,95500.0,416.0,0.0,,Quality,,0
8223,"feel the summer
https://tmblr.co/ZYz8sv26aS-H_ pic.twitter.com/L8LiYBPwCl",0.0,36900.0,,0.0,東京都,Quality,,0
8236,LeBron James’ lifetime deal with Nike is worth more than $1 billion http://ble.ac/1TkIoeN pic.twitter.com/eqthcDkvJw,0.0,6910000.0,,0.0,,Quality,,0
8238,MotownPhilly back again...https://twitter.com/EW/status/732266889506885632 …,0.0,2770000.0,,0.0,Washington Heights,Quality,,0
8242,The Most Affordable NYC Neighborhoods for Recent Grads https://t.co/wzcmbMwYz8 https://t.co/hoewJpgbLV,10473.0,61776.0,54016.0,0.0,United States,Spam,,1
8246,BREAKING: Sky Sources: Jose Mourinho told that @manutd manager's job is his if Louis Van Gaal leaves this summer. #SSNHQ,0.0,6300000.0,,0.0,England,Quality,,0
8255,When you're drowning in life's responsibilities but you actually do not give a fuck..pic.twitter.com/tdy5XHPgWY,0.0,453000.0,,0.0,City Of Angel's,Quality,,0
8261,[TIPPACHAT]  #티파챗pic.twitter.com/Rhkf05rsId,0.0,26400.0,981.0,0.0,"California, USA",Quality,,0
8267,"Happy Birthday to Dara's Playful and Sweet Sunbae/Dongsaeng Taeyangie ^.^/ 
#HAPPYTAEYANGDAY #HAPPYBAEBAEDAYpic.twitter.com/9N4gZTeQd4",0.0,30200.0,382.0,0.0,Malaysia,Quality,,0
8288,"Two more to come from @genevaopen: #Kukushkin v #Bellucci, NB6pm #Wawrinka v Ramos-Vinolas. http://tnn.is/live pic.twitter.com/KNsxCRGyT9",0.0,253000.0,7.0,0.0,"2000 matches, 63 ATP tournaments, live & replays",Quality,,0
8289,ONeill admits cops inspected stations before mayors subway ride https://t.co/9QEigzNksk https://t.co/7N6flRkutI,9736.0,61714.0,58533.0,0.0,United States,Spam,,1
8295,This is why you must be SO careful who you speak to online. Please be safe guys xhttps://twitter.com/skynews/status/732561564163788800 …,0.0,12700000.0,,0.0,,Quality,,0
8302,#TuesdayMotivation anyone? http://ow.ly/njY4300hOO8 pic.twitter.com/QhLU4YU9rn,0.0,1590000.0,32.0,0.0,,Quality,,0
8304,"Oregon, remember this #VoteTrumppic.twitter.com/FN1gMbi87s",12200.0,84900.0,260.0,0.0,Somewhere in the USA ✈️,Quality,,0
8323,"I'm not antisocial, I'm just anti-bullshit",0.0,2930000.0,,0.0,"Los Angeles, CA",Quality,,0
8328,me at the beginning of the semester vs me nowpic.twitter.com/orHXmceJqQ,15900.0,6180000.0,,0.0,Follow us on instagram too 👇,Quality,,0
8333,Crowdfunded Drones Fail to Launch https://t.co/j2FPlaNI8j https://t.co/Mk19IerGr9,12792.0,31859.0,30376.0,0.0,United States,Spam,,1
8335,Is it the weekend yet? @IntrigueVegas on Saturday and @BBMAs on Sunday!pic.twitter.com/nQRXBeOozP,0.0,175000.0,108.0,0.0,,Quality,,0
8336,Source: #US SOF considering options of a large-scale offensive alongside #YPG to overtake #SAA in #DeirEzzor offensive to secure oilfields https://t.co/nCLEukKSfM,7294.0,26478.0,3072.0,0.0,United States,Spam,,1
8345,Everything is coming up roses for #OnceUponATime star @LanaParrilla  at the #UpfrontsPartypic.twitter.com/mmlhedBnNw,0.0,7490000.0,,0.0,,Quality,,0
8347,Memories.pic.twitter.com/7wZlB8d5iX,,2100000.0,,0.0,,Quality,,0
8348,Happy Monday! Starting my day with a wholeyfoods_natasha breakfast smoothie after my early… https://www.instagram.com/p/BFcbYSgwYUK/,0.0,512000.0,,0.0,australia,Quality,,0
8354,"Today marks #WorldHypertensionDay, and it's important to know your numbers! http://1.usa.gov/1J4RR1b pic.twitter.com/jzl35QAFtK",0.0,64700.0,60.0,0.0,"ÜT: 32.712541,-117.164504",Quality,,0
8359,You are where God wants you to be at this very moment. Every experience is part of His divine plan.,0.0,2850000.0,,0.0,,Quality,,0
8396,Louis van Gaal is still likely to remain Manchester United manager this summer. (Source: SkySports)pic.twitter.com/Gpxq60Fw0r,0.0,1020000.0,,0.0,twittersupplement@gmail.com,Quality,,0
8409,Be careful who you vent to yanno. You never know who's just storing shit in case y'all fall out,0.0,85500.0,424.0,0.0,,Quality,,0
8414,When your mom's bragging about you being in college & you're thinking about your GPApic.twitter.com/WoXlRIkKjA,0.0,434000.0,,0.0,,Quality,,0
8417,You know what I realized: people love to hate the winner and praise the underdog.....right or wrong.,0.0,30900.0,41.0,0.0,"Tennessee, USA",Quality,,0
8421,"Kos sara diri? Depends on yourself. Jangan selalu ikut kawan sangat, tu je. Live within your means. The stalls around the college not bad.",0.0,196000.0,,0.0,ig: thekhayalan,Quality,,0
8422,"Thank you, Hal Gill!https://twitter.com/Skillsy75/status/730436895436640256 …",0.0,312000.0,204.0,0.0,New Mexico,Quality,,0
8426,Will you miss the parade enough to pay for it yourself?https://twitter.com/Glasgow_Live/status/732582080748494848 …,0.0,38800.0,,0.0,Glasgow,Quality,,0
8450,"Tremendous news to hear that young Lee has been given the all clear.  He has fought bravely and won his battle. Top lad Lee, well done",0.0,73900.0,,0.0,London,Quality,,0
8453,I'm gayer than @RubinReport. https://twitter.com/hank_dilly/status/732315820253188097 …,0.0,711000.0,92.0,0.0,Ghostlike,Quality,,0
8457,LIFE OF DA PARTY VID EH?https://vine.co/v/O9W7mxM3LBm,58400.0,21400000.0,,0.0,,Quality,,0
8461,America 1962: We're going to the moon! America 2017: Building a wall is impossible! #tcot #pjnet https://t.co/iB7V4Qq4jU,23833.0,34006.0,5932.0,0.0,United States,Spam,,1
8464,#StrangeSignsOfTheApocalypse Hillary Clinton still has a chance to become our next president https://t.co/fFu1i08UY3,12793.0,54588.0,18058.0,0.0,United States,Spam,,1
8468,"My country can feed 10K Syrian refugees, but can't take care of 50K homeless veterans #VeteransDay https://t.co/7P5MQ7RuOD",18501.0,27255.0,4436.0,1.0,United States,Spam,,1
8474,This is why you must be SO careful who you speak to online. Please be safe guys xhttps://twitter.com/skynews/status/732561564163788800 …,0.0,12700000.0,,0.0,,Quality,,0
8485,LIME as deodorant?! The internet says yes... http://bit.ly/1suXeFU pic.twitter.com/aJovBnJqUj,0.0,363000.0,5.0,0.0,,Quality,,0
8496,"[HAPPY BIRTHDAY TAEYANG]
originally posted by http://yg-life.com 
@Realtaeyang #HAPPYTAEYANGDAY #HAPPYBAEBAEDAYpic.twitter.com/Lib0qxwsyr",0.0,5050000.0,,0.0,"Seoul, Korea",Quality,,0
8498,"""Christina Aguilera is one of the best singers of our generation"" -P!nk http://www.etcanada.com/latest+video...p=1&s=da#video …pic.twitter.com/OyKInSuRPE",0.0,301000.0,286.0,0.0,,Quality,,0
8507,"I bet you will fall in love w/ Joy Villa's voice. Watch her singing ""We Are The Champions"".  #Grammys  https://t.co/yv77CElKYb via @YouTube",73161.0,81546.0,7164.0,0.0,United States,Spam,,1
8523,i cant handle this albumpic.twitter.com/i0Mq5Kf2Ce,0.0,1490000.0,,0.0,"Detroit,MI - Los Angeles,CA",Quality,,0
8553,Nah go talk to your hoes since you dont wanna text back n shitpic.twitter.com/puISBvn2iI,15800.0,29700.0,140.0,0.0,,Quality,,0
8556,Captain America: Civil War - The Best One Yet http://bit.ly/1TBL83b  #CaptainAmericaCivilWar #TeamCap #TeamIronManpic.twitter.com/xz8h66Dj9h,18300.0,27100.0,,0.0,"Florida, USA",Quality,,0
8562,"WATCH: Tiffany Takes 1st Win For “I Just Wanna Dance” On “The Show"" #IJWD1stWin http://www.soompi.com/2016/05/17/tiffany-takes-1st-win-for-i-just-wanna-dance-on-the-show-performances-by-aoa-seventeen-and-more/ …pic.twitter.com/kjp6kJptZr",0.0,2250000.0,,0.0,Worldwide,Quality,,0
8582,Let me just whip up this artwork quick because this song is  @justinbieber X @MAJORLAZER wowhttps://twitter.com/justinbieber/status/732233691863384064 …,0.0,2610000.0,,0.0,hiding in the halls,Quality,,0
8586,"Hurricane Matthew drenches Haiti, threatens catastrophe https://t.co/OPhSOYSRTP",7178.0,27643.0,42535.0,0.0,United States,Spam,,1
8587,Oregon is voting today. Keep the big numbers going - VOTE TRUMP! MAKE AMERICA GREAT AGAIN!,0.0,59200000.0,,0.0,"Washington, DC",Quality,,0
8588,Here you go: http://bit.ly/1suY5q8,0.0,1150000.0,,0.0,"Maryland, U.S.A.",Quality,,0
8596,#Iraq \| War photographer killed in Mosul: IOPF  https://t.co/oEqH31Ysrn,10527.0,31616.0,13058.0,0.0,United Kingdom,Spam,,1
8599,Cuomo demands Amtrak step up and fix Penn Station debacle https://t.co/7dWTB7arcP https://t.co/CnjO8DmudP,11162.0,61869.0,52125.0,0.0,United States,Spam,,1
8607,10:42am EDT: Sun semisquare Ceres. Stress between self-expression and caretaking. Sometimes you can't please anybody. Nurture is crabby.,0.0,30600.0,37.0,0.0,"New York, NY",Quality,,0
8610,The remaining 60 million people voted in the primaries: about 30 million each for Republicans and Democrats https://t.co/XbIcJ323ej,13189.0,54984.0,18268.0,0.0,United States,Spam,,1
8611,"16:41 Thika road is how
#KUFMdrive @KU999FM https://twitter.com/RealPinchez/status/732564281661652993 … via @Thasiunit",0.0,1110000.0,2.0,0.0,Kenya,Quality,,0
